date,Battery Electric Vehicle,Hybrid Electric Vehicle,Internal Combustion Engine
2023-06-01,0.17221469392564662,0.15212396158604843,0.675661344488305
2023-07-01,0.18407562745489647,0.1549830237667266,0.660941348778377
2023-08-01,0.2498359090637866,0.16713407721224416,0.5830300137239692
2023-09-01,0.21384581138235512,0.20790977220449655,0.5782444164131483
2023-10-01,0.22498388367595445,0.20399684836329776,0.5710192679607478
2023-11-01,0.1919980483044645,0.2371310075628202,0.5708709441327153
2023-12-01,0.2181058094277065,0.20686175580222,0.5750324347700735
2024-01-01,0.21635220125786164,0.19968553459119498,0.5839622641509434
2024-02-01,0.20883534136546184,0.1829134720700986,0.6082511865644395
2024-03-01,0.15209497206703912,0.20726256983240224,0.6406424581005586
2024-04-01,0.16805232913559115,0.19317765007947182,0.638770020784937
2024-05-01,0.1493259772029355,0.19356685577473587,0.6571071670223286
2024-06-01,0.17306041597887092,0.19102013865962364,0.6359194453615055
2024-07-01,0.2280258970701196,0.19548995939866126,0.5764841435312191
